0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,0,0,0,0,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,0,0,0,0,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,0,0,0,0,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,0,0,0,0,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,0,0,0,0,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,0,0,0,0,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,0,0,0,0,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11004,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,0,0,0,0,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
